ZIP code,City,State,Abbreviation,OpenEI
88414,Capulin,New Mexico,NM,
88414,Capulin Mountain National Mo,New Mexico,NM,
88220,Carlsbad,New Mexico,NM,
88221,Carlsbad,New Mexico,NM,
88220,Carlsbad Caverns National Pa,New Mexico,NM,
88301,Carrizozo,New Mexico,NM,
87517,Carson,New Mexico,NM,
87007,Casa Blanca,New Mexico,NM,
88113,Causey,New Mexico,NM,
87518,Cebolla,New Mexico,NM,
87008,Cedar Crest,New Mexico,NM,
87410,Cedar Hill,New Mexico,NM,
87009,Cedarvale,New Mexico,NM,
88026,Central,New Mexico,NM,
87010,Cerrillos,New Mexico,NM,
87583,Cerritos,New Mexico,NM,
87519,Cerro,New Mexico,NM,
87413,Chaco Canyon National Monume,New Mexico,NM,
87713,Chacon,New Mexico,NM,
87520,Chama,New Mexico,NM,
88027,Chamberino,New Mexico,NM,
87521,Chamisal,New Mexico,NM,
87576,Chamisal,New Mexico,NM,
87566,Chamita,New Mexico,NM,
88021,Chaparral,New Mexico,NM,
88081,Chaparral,New Mexico,NM,
87569,Chapelle,New Mexico,NM,
87326,Chi Chll Tah,New Mexico,NM,
87537,Chili,New Mexico,NM,
87059,Chilili,New Mexico,NM,
87522,Chimayo,New Mexico,NM,
87943,Chloride,New Mexico,NM,
87501,Chupadero,New Mexico,NM,
87311,Church Rock,New Mexico,NM,
87714,Cimarron,New Mexico,NM,
88415,Clapham,New Mexico,NM,
87011,Claunch,New Mexico,NM,
88415,Clayton,New Mexico,NM,
87715,Cleveland,New Mexico,NM,
88028,Cliff,New Mexico,NM,
87070,Clines Corners,New Mexico,NM,
88317,Cloudcroft,New Mexico,NM,
88350,Cloudcroft,New Mexico,NM,
88020,Cloverdale,New Mexico,NM,
88101,Clovis,New Mexico,NM,
88102,Clovis,New Mexico,NM,
88103,Clovis,New Mexico,NM,
87083,Cochiti Lake,New Mexico,NM,
87072,Cochiti Publo,New Mexico,NM,
87072,Cochiti Pueblo,New Mexico,NM,
87740,Colfax,New Mexico,NM,
87556,Columbine,New Mexico,NM,
88029,Columbus,New Mexico,NM,
88416,Conchas Dam,New Mexico,NM,
87026,Cononcito,New Mexico,NM,
87312,Continental Divide,New Mexico,NM,
87347,Continental Divide,New Mexico,NM,
87312,Contnental Dv,New Mexico,NM,
87347,Contnental Dv,New Mexico,NM,
87028,Contreras,New Mexico,NM,
87312,Coolidge,New Mexico,NM,
87523,Cordova,New Mexico,NM,
87578,Cordova,New Mexico,NM,
88318,Corona,New Mexico,NM,
87048,Corrales,New Mexico,NM,
87560,Coruco,New Mexico,NM,
87524,Costilla,New Mexico,NM,
88020,Cotton City,New Mexico,NM,
87018,Counselor,New Mexico,NM,
87573,Cowles,New Mexico,NM,
87012,Coyote,New Mexico,NM,
88114,Crossroads,New Mexico,NM,
87313,Crownpoint,New Mexico,NM,
87830,Cruzville,New Mexico,NM,
87328,Crystal,New Mexico,NM,
87013,Cuba,New Mexico,NM,
87014,Cubero,New Mexico,NM,
87901,Cuchillo,New Mexico,NM,
88417,Cuervo,New Mexico,NM,
87522,Cundiyo,New Mexico,NM,
87501,Cuyamungue,New Mexico,NM,
87711,Dahlia,New Mexico,NM,
87313,Dalton Pass,New Mexico,NM,
87821,Datil,New Mexico,NM,
87319,Defiance,New Mexico,NM,
88030,Deming,New Mexico,NM,
88031,Deming,New Mexico,NM,
88030,Denning,New Mexico,NM,
87933,Derry,New Mexico,NM,
88418,Des Moines,New Mexico,NM,
87529,Des Montes,New Mexico,NM,
88230,Dexter,New Mexico,NM,
87724,Dilia,New Mexico,NM,
87527,Dixon,New Mexico,NM,
87001,Domingo,New Mexico,NM,
88032,Dona Ana,New Mexico,NM,
88115,Dora,New Mexico,NM,
87528,Dulce,New Mexico,NM,
88344,Dunken,New Mexico,NM,
88301,Duran,New Mexico,NM,
87943,Dusty,New Mexico,NM,
87710,Eagle Nest,New Mexico,NM,
87718,Eagle Nest,New Mexico,NM,
87552,East Pecos,New Mexico,NM,
88353,East Vaughn,New Mexico,NM,
87015,Edgewood,New Mexico,NM,
87560,El Ancon,New Mexico,NM,
87583,El Cerrito,New Mexico,NM,
87537,El Duende,New Mexico,NM,
87566,El Guique,New Mexico,NM,
87413,El Huerfano,New Mexico,NM,
87004,El Llanito,New Mexico,NM,
87532,El Llano,New Mexico,NM,
87321,El Morro National Monument,New Mexico,NM,
87522,El Portero,New Mexico,NM,
87731,El Porvenir,New Mexico,NM,
87529,El Prado,New Mexico,NM,
87560,El Pueblo,New Mexico,NM,
87532,El Rancho,New Mexico,NM,
87579,El Rancho Loma Linda,New Mexico,NM,
87522,El Rincon de los Trujillos,New Mexico,NM,
87530,El Rito,New Mexico,NM,
87575,El Vado,New Mexico,NM,
87521,El Valle,New Mexico,NM,
87935,Elephant Btte,New Mexico,NM,
87935,Elephant Butte,New Mexico,NM,
88116,Elida,New Mexico,NM,
88122,Elida,New Mexico,NM,
88339,Elk,New Mexico,NM,
88201,Elkins,New Mexico,NM,
87531,Embudo,New Mexico,NM,
88321,Encino,New Mexico,NM,
87935,Engle,New Mexico,NM,
87575,Ensenada,New Mexico,NM,
87059,Escobosa,New Mexico,NM,
87801,Escondida,New Mexico,NM,
87532,Espanola,New Mexico,NM,
87533,Espanola,New Mexico,NM,
87566,Estaca,New Mexico,NM,
87009,Estancia,New Mexico,NM,
87016,Estancia,New Mexico,NM,
88231,Eunice,New Mexico,NM,
88033,Fairacres,New Mexico,NM,
87533,Fairview,New Mexico,NM,
88422,Farley,New Mexico,NM,
87401,Farmington,New Mexico,NM,
87402,Farmington,New Mexico,NM,
87499,Farmington,New Mexico,NM,
87401,Farmington Municipal Airport,New Mexico,NM,
88034,Faywood,New Mexico,NM,
87315,Fence Lake,New Mexico,NM,
88041,Fierro,New Mexico,NM,
87121,Five Points,New Mexico,NM,
87415,Flora Vista,New Mexico,NM,
87801,Florida,New Mexico,NM,
88118,Floyd,New Mexico,NM,
88339,Flying H,New Mexico,NM,
88419,Folsom,New Mexico,NM,
88036,Fort Bayard,New Mexico,NM,
88323,Fort Stanton,New Mexico,NM,
88119,Fort Sumner,New Mexico,NM,
87316,Fort Wingate,New Mexico,NM,
87301,Fort Wingate Army Depot,New Mexico,NM,
87416,Fruitland,New Mexico,NM,
87540,Galisteo,New Mexico,NM,
88426,Gallegos,New Mexico,NM,
87017,Gallina,New Mexico,NM,
87731,Gallinas,New Mexico,NM,
87301,Gallup,New Mexico,NM,
87302,Gallup,New Mexico,NM,
87305,Gallup,New Mexico,NM,
87310,Gallup,New Mexico,NM,
87317,Gallup,New Mexico,NM,
87319,Gallup,New Mexico,NM,
87326,Gallup,New Mexico,NM,
87375,Gallup,New Mexico,NM,
87317,Gamerco,New Mexico,NM,
87936,Garfield,New Mexico,NM,
88421,Garita,New Mexico,NM,
88132,Garrison,New Mexico,NM,
87029,Gavilan,New Mexico,NM,
88038,Gila,New Mexico,NM,
88061,Gila Cliff Dwellings National,New Mexico,NM,
88422,Gladstone,New Mexico,NM,
88324,Glencoe,New Mexico,NM,
88434,Glenrio,New Mexico,NM,
88039,Glenwood,New Mexico,NM,
87535,Glorieta,New Mexico,NM,
87412,Gobernador,New Mexico,NM,
87047,Golden,New Mexico,NM,
87712,Golondrinas,New Mexico,NM,
87560,Gonzales Ranch,New Mexico,NM,
87560,Gonzales Rnch,New Mexico,NM,
88120,Grady,New Mexico,NM,
87020,Grants,New Mexico,NM,
88424,Grenville,New Mexico,NM,
87532,Guachupangue,New Mexico,NM,
87722,Guadalupita,New Mexico,NM,
87583,Guagolotes,New Mexico,NM,
87566,Guique,New Mexico,NM,
88040,Hachita,New Mexico,NM,
88232,Hagerman,New Mexico,NM,
88041,Hanover,New Mexico,NM,
88220,Happy Valley,New Mexico,NM,
87937,Hatch,New Mexico,NM,
88410,Hayden,New Mexico,NM,
87537,Hernandez,New Mexico,NM,
88325,Hi Rls Mountain Park,New Mexico,NM,
88325,Hi Rolls Mt Park,New Mexico,NM,
88325,High Rolls,New Mexico,NM,
88325,High Rolls Mountain Park,New Mexico,NM,
88042,Hillsboro,New Mexico,NM,
88240,Hobbs,New Mexico,NM,
88241,Hobbs,New Mexico,NM,
88242,Hobbs,New Mexico,NM,
88244,Hobbs,New Mexico,NM,
88330,Holloman AFB,New Mexico,NM,
88330,Holloman Air Force Base,New Mexico,NM,
88345,Hollywood,New Mexico,NM,
87723,Holman,New Mexico,NM,
88336,Hondo,New Mexico,NM,
88250,Hope,New Mexico,NM,
87821,Horse Springs,New Mexico,NM,
88121,House,New Mexico,NM,
88043,Hurley,New Mexico,NM,
87501,Hyde Park Estates,New Mexico,NM,
87538,Ilfeld,New Mexico,NM,
87022,Isleta,New Mexico,NM,
87501,Jacona,New Mexico,NM,
87506,Jaconita,New Mexico,NM,
88252,Jal,New Mexico,NM,
87347,Jamestown,New Mexico,NM,
87023,Jarales,New Mexico,NM,
87024,Jemez Pueblo,New Mexico,NM,
87025,Jemez Springs,New Mexico,NM,
88301,Jicarilla,New Mexico,NM,
87528,Jicarilla Apache Indian Rese,New Mexico,NM,
87531,Junta,New Mexico,NM,
88122,Kenna,New Mexico,NM,
88042,Kingston,New Mexico,NM,
87417,Kirtland,New Mexico,NM,
87117,Kirtland AFB,New Mexico,NM,
87185,Kirtland AFB,New Mexico,NM,
87531,La Bolsa,New Mexico,NM,
87505,La Cienga,New Mexico,NM,
87535,La Cueva,New Mexico,NM,
87027,La Jara,New Mexico,NM,
87046,La Jara,New Mexico,NM,
87028,La Joya,New Mexico,NM,
87531,La Junta,New Mexico,NM,
87724,La Loma,New Mexico,NM,
88337,La Luz,New Mexico,NM,
87539,La Madera,New Mexico,NM,
88044,La Mesa,New Mexico,NM,
87532,La Mesilla,New Mexico,NM,
87418,La Plata,New Mexico,NM,
87532,La Puebla,New Mexico,NM,
87575,La Puente,New Mexico,NM,
88021,La Union,New Mexico,NM,
87511,La Villita,New Mexico,NM,
87026,Laguna,New Mexico,NM,
87560,Lagunita,New Mexico,NM,
88253,Lake Arthur,New Mexico,NM,
88119,Lake Sumner,New Mexico,NM,
87313,Lake Valley,New Mexico,NM,
88254,Lakewood,New Mexico,NM,
87556,Lama,New Mexico,NM,
87540,Lamy,New Mexico,NM,
88001,Las Cruces,New Mexico,NM,
88002,Las Cruces,New Mexico,NM,
88003,Las Cruces,New Mexico,NM,
88004,Las Cruces,New Mexico,NM,
88005,Las Cruces,New Mexico,NM,
88006,Las Cruces,New Mexico,NM,
88007,Las Cruces,New Mexico,NM,
88011,Las Cruces,New Mexico,NM,
88012,Las Cruces,New Mexico,NM,
88013,Las Cruces,New Mexico,NM,
87062,Las Nutrias,New Mexico,NM,
87942,Las Palomas,New Mexico,NM,
87530,Las Placitas,New Mexico,NM,
87581,Las Tablas,New Mexico,NM,
87701,Las Vegas,New Mexico,NM,
87745,Las Vegas,New Mexico,NM,
88244,Lea County Correctional Fac,New Mexico,NM,
87732,Ledoux,New Mexico,NM,
87823,Lemitar,New Mexico,NM,
87752,Levy,New Mexico,NM,
87560,Leyba,New Mexico,NM,
88338,Lincoln,New Mexico,NM,
87029,Lindrith,New Mexico,NM,
88123,Lingo,New Mexico,NM,
88061,Little Walnut Village,New Mexico,NM,
87420,Little Water,New Mexico,NM,
87543,Llano,New Mexico,NM,
87557,Llano Quemado,New Mexico,NM,
87027,Llaves,New Mexico,NM,
88255,Loco Hills,New Mexico,NM,
88426,Logan,New Mexico,NM,
88136,Lon,New Mexico,NM,
88009,Lordsburg,New Mexico,NM,
88045,Lordsburg,New Mexico,NM,
88055,Lordsburg,New Mexico,NM,
87544,Los Alamos,New Mexico,NM,
87545,Los Alamos,New Mexico,NM,
87002,Los Chavez,New Mexico,NM,
87511,Los Luceros,New Mexico,NM,
87031,Los Lunas,New Mexico,NM,
87551,Los Ojos,New Mexico,NM,
87552,Los Pachecos,New Mexico,NM,
87105,Los Padillas,New Mexico,NM,
87107,Los Ranchos,New Mexico,NM,
87114,Los Ranchos,New Mexico,NM,
87107,Los Ranchos de Albuquerque,New Mexico,NM,
87114,Los Ranchos de Albuquerque,New Mexico,NM,
87107,Los Rnchs Abq,New Mexico,NM,
87114,Los Rnchs Abq,New Mexico,NM,
87002,Los Trujillos,New Mexico,NM,
88256,Loving,New Mexico,NM,
88260,Lovington,New Mexico,NM,
87552,Lower Laposada,New Mexico,NM,
87327,Lower Nutria,New Mexico,NM,
87581,Lower Ranchito,New Mexico,NM,
87830,Lower San Francisco Plaza,New Mexico,NM,
87063,Lucy,New Mexico,NM,
87801,Luis Lopez,New Mexico,NM,
87528,Lumberton,New Mexico,NM,
87824,Luna,New Mexico,NM,
87582,Lyden,New Mexico,NM,
87010,Madrid,New Mexico,NM,
87825,Magdalena,New Mexico,NM,
88263,Malaga,New Mexico,NM,
88264,Maljamar,New Mexico,NM,
88061,Mangas Springs,New Mexico,NM,
87301,Manuelito,New Mexico,NM,
87115,Manzano Base,New Mexico,NM,
87728,Maxwell,New Mexico,NM,
88339,Mayhill,New Mexico,NM,
88427,Mc Alister,New Mexico,NM,
88262,Mc Donald,New Mexico,NM,
88427,McAlister,New Mexico,NM,
87049,McCartys,New Mexico,NM,
88262,McDonald,New Mexico,NM,
87316,McGaffey,New Mexico,NM,
87032,McIntosh,New Mexico,NM,
87548,Medalanes,New Mexico,NM,
87548,Medanales,New Mexico,NM,
87548,Medenales,New Mexico,NM,
88124,Melrose,New Mexico,NM,
87319,Mentmore,New Mexico,NM,
87012,Mesa Poleo,New Mexico,NM,
88340,Mescalero,New Mexico,NM,
88340,Mescalero Apache Indian Rese,New Mexico,NM,
88046,Mesilla,New Mexico,NM,
88047,Mesilla Park,New Mexico,NM,
87026,Mesita,New Mexico,NM,
88048,Mesquite,New Mexico,NM,
87151,Metropolitan Detention Center,New Mexico,NM,
87320,Mexican Springs,New Mexico,NM,
87729,Miami,New Mexico,NM,
88230,Midway,New Mexico,NM,
88321,Milagro,New Mexico,NM,
87021,Milan,New Mexico,NM,
87730,Mills,New Mexico,NM,
88125,Milnesand,New Mexico,NM,
88049,Mimbres,New Mexico,NM,
88039,Mogollon,New Mexico,NM,
87731,Montezuma,New Mexico,NM,
87939,Monticello,New Mexico,NM,
88265,Monument,New Mexico,NM,
87732,Mora,New Mexico,NM,
87035,Moriarty,New Mexico,NM,
87733,Mosquero,New Mexico,NM,
88424,Mount Dora,New Mexico,NM,
88325,Mountain Park,New Mexico,NM,
87036,Mountainair,New Mexico,NM,
88051,Mule Creek,New Mexico,NM,
87018,Nageezi,New Mexico,NM,
87037,Nageezi,New Mexico,NM,
87501,Nambe,New Mexico,NM,
87506,Nambe,New Mexico,NM,
88430,Nara Visa,New Mexico,NM,
87325,Naschitti,New Mexico,NM,
87328,Navajo,New Mexico,NM,
87419,Navajo Dam,New Mexico,NM,
87311,Navajo Wingate Village,New Mexico,NM,
87038,New Laguna,New Mexico,NM,
87503,New Mexico State Capitol,New Mexico,NM,
87509,New Mexico Tax Rev Dept,New Mexico,NM,
87455,Newcomb,New Mexico,NM,
88431,Newkirk,New Mexico,NM,
88341,Nogal,New Mexico,NM,
87732,North Carmen,New Mexico,NM,
88043,North Hurley,New Mexico,NM,
87538,North San Ysidro,New Mexico,NM,
87575,Nutrias,New Mexico,NM,
87734,Ocate,New Mexico,NM,
87566,Ohkay Owingeh,New Mexico,NM,
88240,Oil Center,New Mexico,NM,
87029,Ojito,New Mexico,NM,
87549,Ojo Caliente,New Mexico,NM,
87735,Ojo Feliz,New Mexico,NM,
87521,Ojo Sarco,New Mexico,NM,
87026,Old Laguna,New Mexico,NM,
88033,Old Picacho,New Mexico,NM,
87829,Omega,New Mexico,NM,
88052,Organ,New Mexico,NM,
88342,Orogrande,New Mexico,NM,
88301,Oscuro,New Mexico,NM,
87040,Paguate,New Mexico,NM,
87532,Pajarito,New Mexico,NM,
87124,Panorama Heights,New Mexico,NM,
87007,Paraje,New Mexico,NM,
88435,Pastura,New Mexico,NM,
87552,Pecos,New Mexico,NM,
87552,Pecos National Monument,New Mexico,NM,
87041,Pena Blanca,New Mexico,NM,
87553,Penasco,New Mexico,NM,
87742,Pendaries,New Mexico,NM,
88126,Pep,New Mexico,NM,
87042,Peralta,New Mexico,NM,
87068,Peralta,New Mexico,NM,
87316,Perea,New Mexico,NM,
87327,Pescado,New Mexico,NM,
87554,Petaca,New Mexico,NM,
87714,Philmont,New Mexico,NM,
88343,Picacho,New Mexico,NM,
87553,Picuris,New Mexico,NM,
87827,Pie Town,New Mexico,NM,
87571,Pilar,New Mexico,NM,
87552,Pine,New Mexico,NM,
88201,Pine Lodge,New Mexico,NM,
87579,Pine View,New Mexico,NM,
87301,Pinedale,New Mexico,NM,
87357,Pinehill,New Mexico,NM,
88344,Pinon,New Mexico,NM,
88053,Pinos Altos,New Mexico,NM,
88435,Pintada,New Mexico,NM,
87579,Placita,New Mexico,NM,
87043,Placitas,New Mexico,NM,
88009,Playas,New Mexico,NM,
88135,Pleasant Hill,New Mexico,NM,
88039,Pleasanton,New Mexico,NM,
87501,Pojoaque,New Mexico,NM,
87828,Polvadera,New Mexico,NM,
87044,Ponderosa,New Mexico,NM,
88123,Portales,New Mexico,NM,
88130,Portales,New Mexico,NM,
87571,Pot Creek,New Mexico,NM,
87045,Prewitt,New Mexico,NM,
87063,Progresso,New Mexico,NM,
87158,Public Service Co,New Mexico,NM,
87566,Pueblito,New Mexico,NM,
87002,Pueblitos,New Mexico,NM,
87034,Pueblo of Acoma,New Mexico,NM,
87013,Pueblo Pintado,New Mexico,NM,
88435,Puerta D Luna,New Mexico,NM,
88435,Puerta de Luna,New Mexico,NM,
87532,Quarteles,New Mexico,NM,
88433,Quay,New Mexico,NM,
87829,Quemado,New Mexico,NM,
87558,Querinda Park,New Mexico,NM,
87556,Questa,New Mexico,NM,
88433,Qway,New Mexico,NM,
88054,Radium Sprgs,New Mexico,NM,
88054,Radium Springs,New Mexico,NM,
87736,Rainsville,New Mexico,NM,
87321,Ramah,New Mexico,NM,
87357,Ramah,New Mexico,NM,
87327,Ramah Community,New Mexico,NM,
88136,Ramon,New Mexico,NM,
87557,Ranch Taos,New Mexico,NM,
87557,Ranches of Taos,New Mexico,NM,
87571,Ranchito,New Mexico,NM,
87004,Ranchitos,New Mexico,NM,
87557,Rancho Taos,New Mexico,NM,
87124,Rancho West,New Mexico,NM,
87557,Ranchos de Taos,New Mexico,NM,
87557,Ranchos Taos,New Mexico,NM,
87740,Raton,New Mexico,NM,
87829,Red Hill,New Mexico,NM,
87558,Red River,New Mexico,NM,
88055,Redrock,New Mexico,NM,
87046,Regina,New Mexico,NM,
87322,Rehoboth,New Mexico,NM,
87562,Rencona,New Mexico,NM,
87830,Reserve,New Mexico,NM,
87560,Ribera,New Mexico,NM,
87940,Rincon,New Mexico,NM,
87531,Rinconado,New Mexico,NM,
87522,Rio Chiquito,New Mexico,NM,
87553,Rio Lucio,New Mexico,NM,
87124,Rio Rancho,New Mexico,NM,
87144,Rio Rancho,New Mexico,NM,
87174,Rio Rancho,New Mexico,NM,
87064,Rito de las Sillas,New Mexico,NM,
87532,Riverside,New Mexico,NM,
87557,Rnch de Taos,New Mexico,NM,
88045,Road Forks,New Mexico,NM,
87742,Rociada,New Mexico,NM,
87935,Rock Canyon,New Mexico,NM,
87579,Rodarte,New Mexico,NM,
88056,Rodeo,New Mexico,NM,
87937,Rodey,New Mexico,NM,
88132,Rogers,New Mexico,NM,
87701,Romeroville,New Mexico,NM,
88410,Rosebud,New Mexico,NM,
88201,Roswell,New Mexico,NM,
88202,Roswell,New Mexico,NM,
88203,Roswell,New Mexico,NM,
88201,Roswell Industrial Air Cente,New Mexico,NM,
87538,Rowe,New Mexico,NM,
87562,Rowe,New Mexico,NM,
87743,Roy,New Mexico,NM,
88345,Ruidoso,New Mexico,NM,
88355,Ruidoso,New Mexico,NM,
88346,Ruidoso Downs,New Mexico,NM,
87551,Rutheron,New Mexico,NM,
87006,Sabinal,New Mexico,NM,
88347,Sacramento,New Mexico,NM,
88133,Saint Vrain,New Mexico,NM,
87941,Salem,New Mexico,NM,
87831,San Acacia,New Mexico,NM,
87832,San Antonio,New Mexico,NM,
87047,San Antonito,New Mexico,NM,
87564,San Cristobal,New Mexico,NM,
87001,San Felipe Pb,New Mexico,NM,
87049,San Fidel,New Mexico,NM,
87006,San Francisco,New Mexico,NM,
87830,San Francisco Plaza,New Mexico,NM,
87501,San Ildefonso Pueblo,New Mexico,NM,
88411,San Jon,New Mexico,NM,
88434,San Jon,New Mexico,NM,
87565,San Jose,New Mexico,NM,
87566,San Juan Pblo,New Mexico,NM,
87566,San Juan Pueblo,New Mexico,NM,
88041,San Lorenzo,New Mexico,NM,
87020,San Mateo,New Mexico,NM,
88058,San Miguel,New Mexico,NM,
88348,San Patricio,New Mexico,NM,
87532,San Pedro,New Mexico,NM,
87051,San Rafael,New Mexico,NM,
87053,San Ysidro,New Mexico,NM,
87522,Sanctuario,New Mexico,NM,
87115,Sandia Base,New Mexico,NM,
87116,Sandia Base,New Mexico,NM,
87047,Sandia Park,New Mexico,NM,
87004,Sandia Pueblo,New Mexico,NM,
87461,Sanostee,New Mexico,NM,
87004,Santa Ana Pue,New Mexico,NM,
87004,Santa Ana Pueblo,New Mexico,NM,
88026,Santa Clara,New Mexico,NM,
87532,Santa Clara Pueblo,New Mexico,NM,
87567,Santa Cruz,New Mexico,NM,
87501,Santa Fe,New Mexico,NM,
87502,Santa Fe,New Mexico,NM,
87503,Santa Fe,New Mexico,NM,
87504,Santa Fe,New Mexico,NM,
87505,Santa Fe,New Mexico,NM,
87506,Santa Fe,New Mexico,NM,
87507,Santa Fe,New Mexico,NM,
87508,Santa Fe,New Mexico,NM,
87509,Santa Fe,New Mexico,NM,
87540,Santa Fe,New Mexico,NM,
87592,Santa Fe,New Mexico,NM,
87594,Santa Fe,New Mexico,NM,
88435,Santa Rosa,New Mexico,NM,
88008,Santa Teresa,New Mexico,NM,
88063,Santa Teresa,New Mexico,NM,
87052,Santo Domingo Pueblo,New Mexico,NM,
87567,Santo Nino,New Mexico,NM,
88044,Santo Tomas,New Mexico,NM,
87745,Sapello,New Mexico,NM,
87545,Scientific Lab,New Mexico,NM,
87014,Seboyeta,New Mexico,NM,
88436,Sedan,New Mexico,NM,
87059,Sedillo,New Mexico,NM,
87560,Sena,New Mexico,NM,
87301,Senator Clarke Field,New Mexico,NM,
88415,Seneca,New Mexico,NM,
88045,Separ,New Mexico,NM,
87569,Serafina,New Mexico,NM,
87539,Servilleta Plaza,New Mexico,NM,
87501,Seton Village,New Mexico,NM,
88254,Seven Rivers,New Mexico,NM,
87501,Sf,New Mexico,NM,
87364,Sheep Springs,New Mexico,NM,
88041,Sherman,New Mexico,NM,
87420,Shiprock,New Mexico,NM,
87461,Shiprock,New Mexico,NM,
88345,Sierra Blanca,New Mexico,NM,
88312,Sierra Vista,New Mexico,NM,
87041,Sile,New Mexico,NM,
88022,Silver City,New Mexico,NM,
88036,Silver City,New Mexico,NM,
88053,Silver City,New Mexico,NM,
88061,Silver City,New Mexico,NM,
88062,Silver City,New Mexico,NM,
87365,Smith Lake,New Mexico,NM,
87801,Socorro,New Mexico,NM,
88424,Sofia,New Mexico,NM,
87565,Soham,New Mexico,NM,
87746,Solano,New Mexico,NM,
87532,Sombrillo,New Mexico,NM,
87565,South San Ysidro,New Mexico,NM,
87302,South W Indian Foun,New Mexico,NM,
87729,Springer,New Mexico,NM,
87747,Springer,New Mexico,NM,
87311,Springstead,New Mexico,NM,
87313,Standing Rock,New Mexico,NM,
87056,Stanley,New Mexico,NM,
88415,Stead,New Mexico,NM,
88008,Sunland Park,New Mexico,NM,
88063,Sunland Park,New Mexico,NM,
88030,Sunshine,New Mexico,NM,
88349,Sunspot,New Mexico,NM,
87901,T Or C,New Mexico,NM,
88134,Taiban,New Mexico,NM,
87016,Tajique,New Mexico,NM,
87557,Talpa,New Mexico,NM,
87004,Tamaya,New Mexico,NM,
87571,Taos,New Mexico,NM,
87571,Taos Pueblo,New Mexico,NM,
87525,Taos Ski Valley,New Mexico,NM,
88213,Tatum,New Mexico,NM,
88267,Tatum,New Mexico,NM,
87573,Tererro,New Mexico,NM,
87574,Tesuque,New Mexico,NM,
87501,Tesuque Pueblo,New Mexico,NM,
88135,Texico,New Mexico,NM,
88415,Thomas,New Mexico,NM,
87323,Thoreau,New Mexico,NM,
88352,Three Rivers,New Mexico,NM,
87575,Tierra Amarilla,New Mexico,NM,
87059,Tijeras,New Mexico,NM,
88350,Timberon,New Mexico,NM,
87321,Tinaja,New Mexico,NM,
88351,Tinnie,New Mexico,NM,
87575,Tira Amarilla,New Mexico,NM,
87420,Tocito,New Mexico,NM,
87026,Tohajiilee,New Mexico,NM,
87325,Tohatchi,New Mexico,NM,
87301,Tohlakai,New Mexico,NM,
88134,Tolar,New Mexico,NM,
87060,Tome,New Mexico,NM,
87061,Torreon,New Mexico,NM,
88001,Tortugas,New Mexico,NM,
87576,Trampas,New Mexico,NM,
87315,Trechado,New Mexico,NM,
88439,Trementina,New Mexico,NM,
87577,Tres Piedras,New Mexico,NM,
87579,Tres Ritos,New Mexico,NM,
87578,Truchas,New Mexico,NM,
87901,Truth Consq,New Mexico,NM,
87901,Truth or Consequences,New Mexico,NM,
88401,Tucumcari,New Mexico,NM,
88416,Tucumcari,New Mexico,NM,
88352,Tularosa,New Mexico,NM,
87412,Turley,New Mexico,NM,
87301,Twin Lakes,New Mexico,NM,
87325,Two Gray Hills,New Mexico,NM,
88065,Tyrone,New Mexico,NM,
87131,University of New Mexico,New Mexico,NM,
87196,University of New Mexico,New Mexico,NM,
87196,University of Nm,New Mexico,NM,
88003,University Park,New Mexico,NM,
87106,UNM,New Mexico,NM,
87131,UNM,New Mexico,NM,
87196,UNM,New Mexico,NM,
87711,Upper Anton Chico,New Mexico,NM,
87749,Ute Park,New Mexico,NM,
87579,Vadito,New Mexico,NM,
88048,Vado,New Mexico,NM,
88072,Vado,New Mexico,NM,
87580,Valdez,New Mexico,NM,
87571,Valle Escondido,New Mexico,NM,
87581,Vallecitos,New Mexico,NM,
87750,Valmora,New Mexico,NM,
88023,Vanadium,New Mexico,NM,
87326,Vanderwagen,New Mexico,NM,
88353,Vaughn,New Mexico,NM,
87062,Veguita,New Mexico,NM,
87582,Velarde,New Mexico,NM,
87512,Ventero,New Mexico,NM,
87583,Villanueva,New Mexico,NM,
88045,Virden,New Mexico,NM,
87735,Wagon Mound,New Mexico,NM,
87752,Wagon Mound,New Mexico,NM,
87421,Waterflow,New Mexico,NM,
87750,Watrous,New Mexico,NM,
87753,Watrous,New Mexico,NM,
88354,Weed,New Mexico,NM,
87701,West Las Vegas,New Mexico,NM,
88301,White Oaks,New Mexico,NM,
87544,White Rock,New Mexico,NM,
88002,White Sands,New Mexico,NM,
88002,White Sands Missile Range,New Mexico,NM,
88310,White Sands National Monumen,New Mexico,NM,
88268,Whites City,New Mexico,NM,
88043,Whitewater,New Mexico,NM,
87063,Willard,New Mexico,NM,
87301,Williams Acres,New Mexico,NM,
87942,Williamsburg,New Mexico,NM,
87943,Winston,New Mexico,NM,
87375,Yatahey,New Mexico,NM,
88136,Yeso,New Mexico,NM,
87064,Youngsville,New Mexico,NM,
87053,Zia Pueblo,New Mexico,NM,
87327,Zuni,New Mexico,NM,
87327,Zuni Pueblo,New Mexico,NM,
89001,Alamo,Nevada,NV,
89017,Alamo,Nevada,NV,
89020,Amargosa Valley,Nevada,NV,
89506,Anderson Acres,Nevada,NV,
89418,Apache,Nevada,NV,
89118,Arden,Nevada,NV,
89835,Arthur,Nevada,NV,
89017,Ash Springs,Nevada,NV,
89444,Aurora,Nevada,NV,
89310,Austin,Nevada,NV,
89415,Babbitt,Nevada,NV,
89311,Baker,Nevada,NV,
